truck_state,load,decision,decision_score,outcome,future_state,regret,timestamp
"{'fuel_percent': 44, 'time_left_hours': 4.6, 'capacity_left_tons': 8}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 1128}",REJECT,22.98,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8999999999999995, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 66, 'time_left_hours': 4.4, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 2744}",ACCEPT,-16.44,"{'actual_profit_inr': 2529, 'delay_hours': 1.2, 'fuel_used_percent': 10}","{'time_left_hours': 2.8000000000000003, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 29, 'time_left_hours': 2.4, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 2.0, 'profit_inr': 1423}",REJECT,-8.17,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.3999999999999999, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 22, 'time_left_hours': 2.3, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 1.2, 'profit_inr': 914}",ACCEPT,-4.44,"{'actual_profit_inr': 746, 'delay_hours': 0.29, 'fuel_used_percent': 11}","{'time_left_hours': 1.0999999999999999, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 28, 'time_left_hours': 5.9, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 2120}",REJECT,28.86,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.2, 'capacity_left_tons': 9}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 39, 'time_left_hours': 3.3, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.1, 'profit_inr': 2095}",ACCEPT,-19.27,"{'actual_profit_inr': 1953, 'delay_hours': 1.22, 'fuel_used_percent': 13}","{'time_left_hours': 2.1999999999999997, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 32, 'time_left_hours': 2.7, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.0, 'profit_inr': 674}",ACCEPT,-6.76,"{'actual_profit_inr': 515, 'delay_hours': 1.24, 'fuel_used_percent': 13}","{'time_left_hours': 1.7000000000000002, 'capacity_left_tons': 6}",1,2026-02-01T02:45:42.002092
"{'fuel_percent': 37, 'time_left_hours': 2.4, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 0.5, 'profit_inr': 2167}",ACCEPT,-7.97,"{'actual_profit_inr': 1946, 'delay_hours': 1.02, 'fuel_used_percent': 10}","{'time_left_hours': 1.9, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 66, 'time_left_hours': 3.1, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 2283}",ACCEPT,-14.53,"{'actual_profit_inr': 2280, 'delay_hours': 0.01, 'fuel_used_percent': 13}","{'time_left_hours': 1.6, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 47, 'time_left_hours': 5.9, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 0.9, 'profit_inr': 1159}",REJECT,-17.09,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.0, 'capacity_left_tons': 9}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 32, 'time_left_hours': 2.7, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 611}",ACCEPT,28.81,"{'actual_profit_inr': 563, 'delay_hours': 0.21, 'fuel_used_percent': 6}","{'time_left_hours': 2.1, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 24, 'time_left_hours': 2.2, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 0.9, 'profit_inr': 2112}",ACCEPT,-16.68,"{'actual_profit_inr': 1905, 'delay_hours': 1.42, 'fuel_used_percent': 7}","{'time_left_hours': 1.3000000000000003, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 56, 'time_left_hours': 4.5, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 609}",REJECT,1.9,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 68, 'time_left_hours': 3.4, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 1133}",ACCEPT,-18.51,"{'actual_profit_inr': 975, 'delay_hours': 1.26, 'fuel_used_percent': 10}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 44, 'time_left_hours': 4.8, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 1229}",ACCEPT,14.29,"{'actual_profit_inr': 1190, 'delay_hours': 0.85, 'fuel_used_percent': 5}","{'time_left_hours': 4.1, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 53, 'time_left_hours': 5.3, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 0.8, 'profit_inr': 2470}",REJECT,7.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 34, 'time_left_hours': 6.0, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 833}",ACCEPT,16.07,"{'actual_profit_inr': 704, 'delay_hours': 0.72, 'fuel_used_percent': 8}","{'time_left_hours': 5.4, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 53, 'time_left_hours': 3.2, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.2, 'profit_inr': 2086}",REJECT,9.19,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': -2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 43, 'time_left_hours': 2.5, 'capacity_left_tons': 4}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 1461}",ACCEPT,-8.2,"{'actual_profit_inr': 1363, 'delay_hours': 0.62, 'fuel_used_percent': 11}","{'time_left_hours': 0.8999999999999999, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 69, 'time_left_hours': 3.3, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 2297}",REJECT,29.82,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9999999999999998, 'capacity_left_tons': -2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 46, 'time_left_hours': 3.6, 'capacity_left_tons': 6}","{'load_weight_tons': 3, 'additional_time_hours': 2.0, 'profit_inr': 780}",REJECT,-18.35,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.6, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 80, 'time_left_hours': 2.7, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 1071}",REJECT,8.67,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.1, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 77, 'time_left_hours': 2.7, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 2374}",REJECT,5.06,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.1, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 73, 'time_left_hours': 3.6, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.4, 'profit_inr': 918}",ACCEPT,9.37,"{'actual_profit_inr': 785, 'delay_hours': 0.27, 'fuel_used_percent': 11}","{'time_left_hours': 2.2, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 37, 'time_left_hours': 6.0, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 0.8, 'profit_inr': 1032}",REJECT,26.91,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.2, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 44, 'time_left_hours': 5.3, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.9, 'profit_inr': 2408}",REJECT,0.33,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.4, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 57, 'time_left_hours': 2.6, 'capacity_left_tons': 6}","{'load_weight_tons': 1, 'additional_time_hours': 2.0, 'profit_inr': 1461}",ACCEPT,-16.17,"{'actual_profit_inr': 1224, 'delay_hours': 0.47, 'fuel_used_percent': 8}","{'time_left_hours': 0.6000000000000001, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 51, 'time_left_hours': 2.7, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 1.1, 'profit_inr': 1812}",ACCEPT,4.52,"{'actual_profit_inr': 1756, 'delay_hours': 0.98, 'fuel_used_percent': 8}","{'time_left_hours': 1.6, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 76, 'time_left_hours': 2.4, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 915}",REJECT,-5.06,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.8999999999999999, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 23, 'time_left_hours': 2.4, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 0.9, 'profit_inr': 1179}",ACCEPT,-0.89,"{'actual_profit_inr': 948, 'delay_hours': 1.01, 'fuel_used_percent': 14}","{'time_left_hours': 1.5, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 40, 'time_left_hours': 3.8, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.8, 'profit_inr': 986}",REJECT,1.7,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 73, 'time_left_hours': 3.5, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.5, 'profit_inr': 998}",REJECT,10.64,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 29, 'time_left_hours': 5.1, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 1395}",REJECT,3.5,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.8999999999999995, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 70, 'time_left_hours': 2.4, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 0.8, 'profit_inr': 2321}",REJECT,-2.59,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 67, 'time_left_hours': 4.5, 'capacity_left_tons': 8}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 1018}",ACCEPT,-12.51,"{'actual_profit_inr': 748, 'delay_hours': 1.33, 'fuel_used_percent': 12}","{'time_left_hours': 2.8, 'capacity_left_tons': 4}",1,2026-02-01T02:45:42.002092
"{'fuel_percent': 80, 'time_left_hours': 3.8, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 722}",ACCEPT,-12.55,"{'actual_profit_inr': 657, 'delay_hours': 0.77, 'fuel_used_percent': 10}","{'time_left_hours': 2.1999999999999997, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 32, 'time_left_hours': 4.6, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 2675}",ACCEPT,-7.82,"{'actual_profit_inr': 2412, 'delay_hours': 0.58, 'fuel_used_percent': 11}","{'time_left_hours': 2.6999999999999997, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 20, 'time_left_hours': 4.6, 'capacity_left_tons': 10}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 788}",REJECT,17.11,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8999999999999995, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 42, 'time_left_hours': 5.9, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 2659}",REJECT,-7.7,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.2, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 60, 'time_left_hours': 5.3, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 2776}",REJECT,-4.21,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.6999999999999997, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 29, 'time_left_hours': 4.1, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.3, 'profit_inr': 579}",REJECT,14.77,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 51, 'time_left_hours': 5.0, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 1582}",ACCEPT,20.89,"{'actual_profit_inr': 1397, 'delay_hours': 0.79, 'fuel_used_percent': 15}","{'time_left_hours': 3.4, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 47, 'time_left_hours': 3.2, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 919}",ACCEPT,16.26,"{'actual_profit_inr': 736, 'delay_hours': 0.19, 'fuel_used_percent': 6}","{'time_left_hours': 1.6, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 55, 'time_left_hours': 3.2, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 0.6, 'profit_inr': 1843}",REJECT,11.67,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 39, 'time_left_hours': 4.4, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.5, 'profit_inr': 2893}",REJECT,-5.02,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.9000000000000004, 'capacity_left_tons': 5}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 75, 'time_left_hours': 5.5, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 0.8, 'profit_inr': 876}",ACCEPT,3.14,"{'actual_profit_inr': 600, 'delay_hours': 0.95, 'fuel_used_percent': 13}","{'time_left_hours': 4.7, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 64, 'time_left_hours': 2.4, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 1650}",REJECT,-10.56,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.7, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 27, 'time_left_hours': 2.9, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 2252}",REJECT,6.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9, 'capacity_left_tons': -1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 39, 'time_left_hours': 4.2, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 1536}",REJECT,14.38,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8000000000000003, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 47, 'time_left_hours': 3.2, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 1027}",REJECT,7.83,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.3000000000000003, 'capacity_left_tons': 9}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 43, 'time_left_hours': 2.9, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 1742}",ACCEPT,-15.07,"{'actual_profit_inr': 1602, 'delay_hours': 0.5, 'fuel_used_percent': 5}","{'time_left_hours': 2.2, 'capacity_left_tons': 8}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 32, 'time_left_hours': 3.6, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 2588}",ACCEPT,-5.8,"{'actual_profit_inr': 2486, 'delay_hours': 1.44, 'fuel_used_percent': 9}","{'time_left_hours': 2.9000000000000004, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 69, 'time_left_hours': 4.0, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.1, 'profit_inr': 572}",ACCEPT,8.59,"{'actual_profit_inr': 471, 'delay_hours': 0.04, 'fuel_used_percent': 15}","{'time_left_hours': 2.9, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 44, 'time_left_hours': 2.6, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 743}",REJECT,21.63,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9000000000000001, 'capacity_left_tons': 9}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 46, 'time_left_hours': 3.0, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 2632}",REJECT,16.87,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 32, 'time_left_hours': 5.3, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.9, 'profit_inr': 2240}",ACCEPT,-16.34,"{'actual_profit_inr': 2035, 'delay_hours': 1.19, 'fuel_used_percent': 13}","{'time_left_hours': 3.4, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 29, 'time_left_hours': 3.7, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 1.5, 'profit_inr': 1858}",REJECT,24.39,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.2, 'capacity_left_tons': 1}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 47, 'time_left_hours': 5.5, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 2.0, 'profit_inr': 2464}",REJECT,-15.71,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5, 'capacity_left_tons': 3}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 40, 'time_left_hours': 3.6, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.9, 'profit_inr': 2306}",REJECT,-14.34,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.7000000000000002, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 71, 'time_left_hours': 3.2, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 2818}",ACCEPT,-12.99,"{'actual_profit_inr': 2766, 'delay_hours': 1.11, 'fuel_used_percent': 9}","{'time_left_hours': 2.0, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 28, 'time_left_hours': 4.5, 'capacity_left_tons': 10}","{'load_weight_tons': 4, 'additional_time_hours': 1.1, 'profit_inr': 1212}",ACCEPT,9.2,"{'actual_profit_inr': 1158, 'delay_hours': 1.33, 'fuel_used_percent': 10}","{'time_left_hours': 3.4, 'capacity_left_tons': 6}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 63, 'time_left_hours': 4.9, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 2477}",ACCEPT,25.92,"{'actual_profit_inr': 2431, 'delay_hours': 0.57, 'fuel_used_percent': 7}","{'time_left_hours': 3.1000000000000005, 'capacity_left_tons': 7}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 33, 'time_left_hours': 4.3, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.7, 'profit_inr': 1163}",ACCEPT,-14.4,"{'actual_profit_inr': 919, 'delay_hours': 0.27, 'fuel_used_percent': 15}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 0}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 61, 'time_left_hours': 2.9, 'capacity_left_tons': 7}","{'load_weight_tons': 3, 'additional_time_hours': 1.4, 'profit_inr': 1736}",REJECT,19.38,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5, 'capacity_left_tons': 4}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 74, 'time_left_hours': 3.5, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.2, 'profit_inr': 1077}",ACCEPT,26.18,"{'actual_profit_inr': 933, 'delay_hours': 0.71, 'fuel_used_percent': 14}","{'time_left_hours': 2.3, 'capacity_left_tons': 2}",0,2026-02-01T02:45:42.002092
"{'fuel_percent': 47, 'time_left_hours': 3.1, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 1662}",REJECT,-11.19,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.1, 'capacity_left_tons': -2}",0,2026-02-01T02:45:42.002092
